Score-ScoreOther,ScoreOther-Score,Number of Records,Score (bin),Emotion,Id Of The Other In The Pair,Id,One Of The Pairs And With Hashtag Flag,One Of The Pairs Flag,Query Hashtag,Score Of The Other,Score,Testflag,Tweet Of The Other In The Pair,Tweet
0.167,-0.167,1,0.50,fear,21350,21349,one of the pairs,1,shocking,0.333,0.5,test,"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment","@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment #shocking"
0.12,-0.12,1,0.30,fear,22142,22141,one of the pairs,1,shocking,0.192,0.312,test,@SkySportsRL i would just get some decent referees,@SkySportsRL i would just get some decent referees #shocking
0.389,-0.389,1,0.50,fear,22158,22157,one of the pairs,1,shocking,0.146,0.535,test,@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho,@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking
0.146,-0.146,1,0.45,fear,21577,21576,one of the pairs,1,shocking,0.333,0.479,test,@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it,@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it #shocking
0.142,-0.142,1,0.55,fear,21460,21459,one of the pairs,1,shocking,0.438,0.58,test,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking
0.188,-0.188,1,0.75,fear,21757,21756,one of the pairs,1,shocking,0.562,0.75,test,Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad,Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking
0.083,-0.083,1,0.35,fear,21455,21454,one of the pairs,1,shocking,0.292,0.375,test,Changing my hair again,Changing my hair again #shocking
0.208,-0.208,1,0.50,fear,21733,21732,one of the pairs,1,shocking,0.292,0.5,test,On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife,On the last episode of #MakingAMurderer poor Brendan glad they #appeal it #shocking #crime #documentary #reallife
0.021,-0.021,1,0.70,fear,21327,21326,one of the pairs,1,shocking,0.708,0.729,test,"Shame on you @SkyNews showing an elephant being hunted and killed,","Shame on you @SkyNews showing an elephant being hunted and killed, #shocking"
0.141,-0.141,1,0.50,fear,21964,21963,one of the pairs,1,shocking,0.375,0.516,test,"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ??","tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? #shocking"
0.254,-0.254,1,0.60,fear,21873,21872,one of the pairs,1,shocking,0.375,0.629,test,"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter","Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter #shocking"
0.042,-0.042,1,0.75,fear,21654,21653,one of the pairs,1,shudder,0.75,0.792,test,"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about.","@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. #shudder"
0.229,-0.229,1,0.55,fear,21843,21842,one of the pairs,1,shudder,0.333,0.562,test,"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans","@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans"
0.41,-0.41,1,0.80,fear,21721,21720,one of the pairs,1,shudder,0.417,0.827,test,@jk_rowling @Riverfeather207 Donald Trump in the White House,@jk_rowling @Riverfeather207 Donald Trump in the White House #shudder
0.437,-0.437,1,0.55,fear,22234,22233,one of the pairs,1,shudder,0.125,0.562,test,"@stephtikkanen oh so true, so true.","@stephtikkanen oh so true, so true. #shudder"
-0.063000000,0.063000000,1,0.45,fear,21986,21987,one of the pairs,1,shy,0.542,0.479,test,"If children live with #ridicule, they learn to feel","If children live with #ridicule, they learn to feel #shy"
0.23,-0.23,1,0.55,fear,21961,21960,one of the pairs,1,shy,0.353,0.583,test,Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings,Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy
0.062,-0.062,1,0.50,fear,21856,21855,one of the pairs,1,terrible,0.438,0.5,test,"@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are","@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are #terrible"
0,0,1,0.35,fear,21970,21971,one of the pairs,1,terrible,0.354,0.354,test,@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #Election2016,@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016
-0.041,0.041,1,0.45,fear,21950,21951,one of the pairs,1,terrible,0.521,0.48,test,@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me,@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible
0.146,-0.146,1,0.65,fear,22216,22215,one of the pairs,1,terrible,0.521,0.667,test,"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies  #whereismyfurniture","@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies #terrible #whereismyfurniture"
-0.063,0.063,1,0.30,fear,21818,21819,one of the pairs,1,terrible,0.396,0.333,test,I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete..,I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible
-0.116,0.116,1,0.45,fear,22034,22035,one of the pairs,1,terrible,0.574,0.458,test,"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense. #CharlotteProtest","I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense.  #CharlotteProtest #terrible"
0.145,-0.145,1,0.55,fear,21699,21698,one of the pairs,1,terrible,0.417,0.562,test,I'm so bored and fat and full and ridiculously overweight and rolls galore,I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible
0.104,-0.104,1,0.35,fear,22201,22200,one of the pairs,1,terrible,0.271,0.375,test,Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,Last @LGCanada product I buy - I promise! Absolutely #terrible #CustomerService
0.083,-0.083,1,0.25,fear,22196,22195,one of the pairs,1,terrible,0.167,0.25,test,My roommate: it's okay that we can't spell because we have autocorrect.  #firstworldprobs,My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs
0.068,-0.068,1,0.30,fear,21921,21920,one of the pairs,1,terrible,0.25,0.318,test,On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner,On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner #terrible
0.146,-0.146,1,0.50,fear,22069,22068,one of the pairs,1,terrible,0.354,0.5,test,Side chick's be trying to fuck u like your going to forget about your wife when your done.,Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible
-0.208,0.208,1,0.50,fear,21934,21935,one of the pairs,1,terrible,0.708,0.5,test,Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳,Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible
0.083,-0.083,1,0.50,fear,21687,21686,one of the pairs,1,terrible,0.417,0.5,test,"Sorry @wow_air definitely going with @Icelandair next time, this is beyond unreasonable @wowairsupport  #yourappologiesmeannothing","Sorry @wow_air definitely going with @Icelandair next time, this is beyond unreasonable @wowairsupport #terrible #yourappologiesmeannothing"
-0.084,0.084,1,0.85,fear,21993,21994,one of the pairs,1,terror,0.938,0.854,test,@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻,@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror
0,0,1,0.80,fear,21368,21369,one of the pairs,1,terror,0.812,0.812,test,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head.,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror
0.198,-0.198,1,0.65,fear,21835,21834,one of the pairs,1,terrorism,0.469,0.667,test,@caseycdutch @m_rath that's what some rioters are doing,@caseycdutch @m_rath that's what some rioters are doing #terrorism
0.118,-0.118,1,0.65,fear,22199,22198,one of the pairs,1,terrorism,0.542,0.66,test,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack
0.126,-0.126,1,0.65,fear,22150,22149,one of the pairs,1,terrorism,0.562,0.688,test,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism
0.062000000,-0.062000000,1,0.60,fear,21289,21288,one of the pairs,1,terrorism,0.542,0.604,test,@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4,@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism
-0.069,0.069,1,0.65,fear,22210,22211,one of the pairs,1,terrorism,0.729,0.66,test,"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and","@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism"
0.187,-0.187,1,0.60,fear,22153,22152,one of the pairs,1,terrorism,0.438,0.625,test,@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing,@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism
0,0,1,0.65,fear,21800,21799,one of the pairs,1,terrorism,0.667,0.667,test,"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n #UNGA  #UN","#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN"
0.135,-0.135,1,0.55,fear,21677,21676,one of the pairs,1,terrorism,0.458,0.593,test,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about .","Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism."
0.167,-0.167,1,0.75,fear,22043,22042,one of the pairs,1,terrorism,0.604,0.771,test,there are magpies gathering around me help I'm going to be swooped !,there are magpies gathering around me help I'm going to be swooped ! #terrorism
0.083,-0.083,1,0.35,fear,22226,22225,one of the pairs,1,terrorism,0.292,0.375,test,World wants #peace from  #WorldPeaceDay #internationaldayofpeace,World wants #peace from #terrorism #WorldPeaceDay #internationaldayofpeace
-0.019,0.019,1,0.70,fear,22000,22001,one of the pairs,1,tremor,0.759,0.74,test,Tremor!!!\n,Tremor!!!\n #tremor
0.062,-0.062,1,0.35,fear,21442,21441,one of the pairs,1,worry,0.292,0.354,test,“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership,“Worry is a down payment on a problem you may never have'.  Joyce Meyer.  #motivation #leadership #worry
0.388,-0.388,1,0.65,fear,22085,22084,one of the pairs,1,worry,0.292,0.68,test,"Does anyone know, are both Sims in a dual sim phone both locked to the same network!","Does anyone know, are both Sims in a dual sim phone both locked to the same network! #worry"
0.107,-0.107,1,0.25,fear,21937,21936,one of the pairs,1,worry,0.164,0.271,test,"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont  #be #happy","Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy"
0.202,-0.202,1,0.50,fear,21670,21669,one of the pairs,1,worry,0.34,0.542,test,Projection is perception. See it in someone else? You also at some level have that within you. #anger,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry
0.166,-0.166,1,0.60,fear,21533,21532,one of the pairs,1,"worry,anxiety",0.438,0.604,test,“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject #worry #anxiety #anxious
-0.115,0.115,1,0.25,joy,31491,31492,one of the pairs,1,breezy,0.375,0.26,test,@mywrldsbl I can be your wolf if you want. Hihi~,@mywrldsbl I can be your wolf if you want. Hihi~ #breezy
-0.083,0.083,1,0.60,joy,31090,31091,one of the pairs,1,breezy,0.729,0.646,test,And girl I love your perfume there's something bout you 🎧,And girl I love your perfume there's something bout you 🎧 #breezy
-0.1,0.1,1,0.15,joy,30980,30981,one of the pairs,1,breezy,0.288,0.188,test,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy
0.019,-0.019,1,0.25,joy,31230,31229,one of the pairs,1,breezy,0.231,0.25,test,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye","When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye #breezy"
-0.008000000,0.008000000,1,0.85,joy,31471,31472,one of the pairs,1,bright,0.888,0.88,test,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is  #COYS","Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is #bright #COYS"
-0.052,0.052,1,0.70,joy,31115,31116,one of the pairs,1,cheer,0.792,0.74,test,@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents,@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer
